﻿Customer_ID
471
9099
9350
9378
9586
9799
10576
33559
38664
48778
48907
74043
74698
75681
75794
76031
76126
76409
76612
76665
77267
78333
78452
78913
79147
79390
80390
80764
80849
80899
81631
81676
82277
83386
83696
83724
83971
84080
86006
86300
86376
86505
86563
86580
86654
86740
112248
114438
120332
122893
130091
130259
135528
147982
148485
148720
154393
168370
180535
190231
193597
199961
204415
208252
208491
212185
226359
231477
234957
235093
237535
252040
257396
271857
272994
295133
319865
329669
336390
338714
340256
346673
347073
353370
362770
383959
387333
393747
429213
429598
433030
455947
455960
460599
462493
465786
467195
467248
509781
519586
529467
533653
534605
535805
555757
557198
557742
561123
565339
576180
579963
581849
584441
586684
593673
598048
607050
612108
612460
614867
615613
619453
624221
626297
626557
646471
653260
656006
658862
661624
670693
672721
678970
679175
697395
697826
705796
734713
736342
755299
